"","id","concept","variant","corpus","year","text","lect","cluster"
"1577","范围/Na/ZBN_CMN_20030720_wpr/39273","area_field_14514039-n","范围","ZBN",2003,"上 世纪 90年代 初 的 系统 调查 ，<br>上海 海域 <b>范围</b> 内 的 海岛<br>（ 面积 500 平方米 以上 ） 总数","SG",3
"1578","范围/Na/ZBN_CMN_20030724_wpr/16115","area_field_14514039-n","范围","ZBN",2003,"会 提供 自助 餐 服务 ， 今年 还 扩大<br>了 <b>范围</b> ， 提供 了 “<br>一 站 式 ” 的 服务","SG",4
"1579","范围/Na/ZBN_CMN_20030816_wpr/76533","area_field_14514039-n","范围","ZBN",2003,"的 大 凉亭 为 中 心 ， 在 周围 半圆<br><b>范围</b> 搭起 几 个 帐篷 ，<br>面向 大海 。 说 是","SG",4
"1580","范围/Na/ZBN_CMN_20030830_wpr/42021","area_field_14514039-n","范围","ZBN",2003,"舒适 的 Ｕ 转 范围 为止 。 在 这<br>个 <b>范围</b> 里 ， 即使 没有<br>Ｕ 转 的 指示牌 ， 他","SG",4
"1581","范围/Na/ZBN_CMN_20030906_wpr/102970","area_field_14514039-n","范围","ZBN",2003,"清洁 服务 学院 将 在 不久 后 扩大<br>训练 的 <b>范围</b> ， 包括 让<br>学 员 学习 如何 照顾 幼儿 和","SG",4
"1582","范围/Na/ZBN_CMN_20030906_wpr/53729","area_field_14514039-n","范围","ZBN",2003,"的 福利 团体 ， 就 会 代劳 。 服务<br>的 <b>范围</b> 包括 提供 膳食<br>、 洗衣 、 打扫 屋子 、 买","SG",4
"1583","范围/Na/ZBN_CMN_20030910_wpr/8720","area_field_14514039-n","范围","ZBN",2003,"治疗 技术 是 超越 了 一般 现有 激光<br>的 治疗 <b>范围</b> ， 也 可<br>避 免 皮肤 在 治疗 时 爆破","SG",4
"1584","范围/Na/ZBN_CMN_20030914_wpr/79247","area_field_14514039-n","范围","ZBN",2003,"部分 而已 ， 政府 和 工商界 应该 超越<br>检讨 的 <b>范围</b> ， 对 公司<br>的 其他 运作 成本 进行 分析 。","SG",4
"1585","范围/Na/ZBN_CMN_20030915_wpr/41700","area_field_14514039-n","范围","ZBN",2003,"援助 措施 。 除了 进一步 限制 公积金<br>存款 可 使用 <b>范围</b> ， 以及<br>管制 可 提款 条件 外 ， 政府 有","SG",4
"1586","范围/Na/ZBN_CMN_20030922_wpr/74899","area_field_14514039-n","范围","ZBN",2003,"对 乘客 粗鲁 无礼 、 在 巴士站 9<br>米 的 <b>范围</b> 内 停 车 ，<br>以及 向 乘客 收取 超额 车资","SG",3
"1587","方法/Na/CNA_CMN_20001003_wpr/121639","means_03733547-n","方法","CNA",2000,"利用 「 P 方式 」 协助 偷渡客 进入<br>日本 的 <b>方法</b> , 这 次<br>的 破获 可望 促使 日本 有关 当局","TW",4
"1588","方法/Na/CNA_CMN_20001014_wpr/13607","means_03733547-n","方法","CNA",2000,"无需 动手术 切除 乳房 肿瘤 。 这 种<br>新 治疗 <b>方法</b> 包括 使用<br>超音波 技术 将 肿瘤 加热到 某 程度<br>--","TW",4
"1589","方法/Na/CNA_CMN_20001016_wpr/34664","means_03733547-n","方法","CNA",2000,"一直 与 各 大学 接触 , 研究 增加<br>学生 的 <b>方法</b> 。 到 目前<br>为止 , 各 大学 都 愿意 增加","TW",4
"1590","方法/Na/CNA_CMN_20001018_wpr/2929","means_03733547-n","方法","CNA",2000,"一 。 苏利文 说 : 「 鉴于 他 行动<br>的 <b>方法</b> , 以及 他 过去<br>曾经 以 美国 设施 为 攻击","TW",3
"1591","方法/Na/CNA_CMN_20001030_wpr/2249","means_03733547-n","方法","CNA",2000,", 其他 许多 种 病症 亦 能 用 这<br>种 <b>方法</b> 治癒 。 891029<br>罗马 千禧年 国际 政治 领袖 及 国会","TW",4
"1592","方法/Na/CNA_CMN_20001105_wpr/43260","means_03733547-n","方法","CNA",2000,"。 杨文卿 指出 , 不管 使用 任何 一<br>种 避孕 <b>方法</b> , 孕 龄妇<br>女 们 一 有 月经 过期 不","TW",4
"1593","方法/Na/CNA_CMN_20001108_wpr/108822","means_03733547-n","方法","CNA",2000,"。 她 指出 , 香港 海关 採用 风险管理<br>和 鑑辨 <b>方法</b> 抽查 货 柜<br>, 平均 每 天 在 葵涌 货柜","TW",4
"1594","方法/Na/CNA_CMN_20001108_wpr/141420","means_03733547-n","方法","CNA",2000,"他 希望 这 位 校长 能 随着 环境 加强<br>观念 <b>方法</b> 的 转型 。 陈剑贤<br>强调 , 他 与 教育局 会","TW",4
"1595","方法/Na/CNA_CMN_20001109_wpr/116893","means_03733547-n","方法","CNA",2000,"饮食 热量 、 肥胖 成因 、 市面 上<br>的 减肥 <b>方法</b> 、 外食 饮食<br>原则 、 如何 提升 新陈代谢率 、 如何","TW",4
"1596","方法/Na/CNA_CMN_20001110_wpr/77720","means_03733547-n","方法","CNA",2000,"推动 有机 农业 是 解决 这 一 问题<br>的 最佳 <b>方法</b> ; 高雄 硫酸錏<br>公司 因此 投入 大 批 人 力","TW",4
"1597","方法/Na/CNA_CMN_20001113_wpr/76585","means_03733547-n","方法","CNA",2000,"查询 发现 与 侦测 分散式 拒绝 服务<br>攻击 程式 的 <b>方法</b> 与 攻击<br>原理 , 以 善尽 维护 网路安全 的 管理","TW",4
"1598","方法/Na/CNA_CMN_20001113_wpr/8162","means_03733547-n","方法","CNA",2000,"在 很 明显 的 是 不可能 用 传统 的<br>辨识 <b>方法</b> 。 目前 失事<br>现场 九百 名 紧急 救难 人员 以","TW",4
"1599","方法/Na/CNA_CMN_20001117_wpr/75990","means_03733547-n","方法","CNA",2000,"个人 储 蓄 , 做为 老年 年金 也 是<br>可行 <b>方法</b> , 但是 必须<br>建立 配套 措 施 。 891117 伍兹","TW",4
"1600","方法/Na/CNA_CMN_20001123_wpr/93398","means_03733547-n","方法","CNA",2000,"新作 。 891123 张俊雄 说 行政院<br>正视 失业率 以 三 <b>方法</b><br>解决 ( 中央社 记者 纪锦玲 台北 二十三日电<br>) 国内 失业率","TW",4
"1601","方法/Na/CNA_CMN_20001126_wpr/57405","means_03733547-n","方法","CNA",2000,"治疗 , 只 能 以 传 统 的 治疗 肿瘤<br><b>方法</b> 来 治疗 , 在 美国<br>已经 有 使用 以 人参","TW",4
"1602","方法/Na/CNA_CMN_20001203_wpr/17033","means_03733547-n","方法","CNA",2000,"项目 , 没 钱 也 有 没 钱 的 减肥<br><b>方法</b> , 现在 网路 的 减肥<br>资讯 充斥 , 消费者 宁可","TW",4
"1603","方法/Na/CNA_CMN_20001215_wpr/151125","means_03733547-n","方法","CNA",2000,"说 , 工程 人员 已经 找到 克服 上述<br>障碍 的 <b>方法</b> , 并且 提出<br>了 兴建 一 条 通往 西藏 首府","TW",4
"1604","方法/Na/CNA_CMN_20001221_wpr/2961","means_03733547-n","方法","CNA",2000,", 让 紧俏 的 石油 市场 缓和 的 最<br>快 <b>方法</b> 是 和 石油 输出国<br>组织 会员国 合作 , 和 它们","TW",4
"1605","方法/Na/CNA_CMN_20001222_wpr/128398","means_03733547-n","方法","CNA",2000,", 还 教 了 一 套 规避 通关 检查<br>的 <b>方法</b> , 怎 知 在 机<br>场 就 不 灵光 。","TW",3
"1606","方法/Na/CNA_CMN_20001230_wpr/102480","means_03733547-n","方法","CNA",2000,"能 找出 更为 可靠 、 安全 的 处理<br>技术 或 <b>方法</b> 。 美国 政府<br>编列 的 二○○一年 核能 预算 中 ,","TW",4
"1607","方法/Na/CNA_CMN_20010114_wpr/43433","means_03733547-n","方法","CNA",2001,"指 一 中 各 表 是 两岸 问题 唯一<br>解套 <b>方法</b> ︵ 中央社 记者<br>曾淳良 台北 十四日 电 ︶ 前 行政院","TW",4
"1608","方法/Na/CNA_CMN_20030407_wpr/6474","means_03733547-n","方法","CNA",2003,"问世 之前 ， 测量 体温 是 比 较 有效<br>的 <b>方法</b> 。 他 相信 ，<br>一旦 新加坡 採取 这样 的 措施","TW",4
"1609","方法/Na/CNA_CMN_20030510_wpr/12623","means_03733547-n","方法","CNA",2003,"稳定 的 部分 ， 开发出 诊断 测试 SARS<br>病毒 新 <b>方法</b> ， 可以 在<br>样本 准备 妥当 后 一 个 小时","TW",4
"1610","方法/Na/CNA_CMN_20030520_wpr/2069","means_03733547-n","方法","CNA",2003,"争取 成为 WHA 观察员 是 退 而 求<br>其次 的 <b>方法</b> ， 但 这<br>仍 是 一 条 困难 的 道路","TW",4
"1611","方法/Na/CNA_CMN_20030529_wpr/2500","means_03733547-n","方法","CNA",2003,"中共 的 「 厚颜 无耻 、 冷酷 无情<br>」 的 <b>方法</b> 。 吕秀莲 今天<br>稍早 接受 日本 读卖 新闻 专访 时","TW",4
"1612","方法/Na/CNA_CMN_20030611_wpr/7865","means_03733547-n","方法","CNA",2003,"新 保守 主义 的 主张 的 前述 接近<br>问题 的 <b>方法</b> 。 分析 报告<br>指出 ， 当 北韩 核武 悬案 问题","TW",4
"1613","方法/Na/XIN_CMN_20001009_wpr/65909","means_03733547-n","方法","XIN",2000,"经营 主 战场 , 使 传统 的 思想 政治<br>工作 <b>方法</b> 在 车站 的 改革<br>和 发展 中 焕发出 新 的","ML",4
"1614","方法/Na/XIN_CMN_20001105_wpr/28300","means_03733547-n","方法","XIN",2000,"青少年 如何 进行 自我 保护 ” 相关<br>的 知识 和 <b>方法</b> ; 宣传<br>了 新 中国 成立 以来 , 尤其 是","ML",4
"1615","方法/Na/XIN_CMN_20001109_wpr/18971","means_03733547-n","方法","XIN",2000,"采取 了 多 学科 联合 攻关 、 交叉<br>研究 的 <b>方法</b> , 力求 使<br>每 一 个 结论 都 得到 多","ML",1
"1616","方法/Na/XIN_CMN_20001113_wpr/25617","means_03733547-n","方法","XIN",2000,"工业 大学 积极 探索 新 时期 体育 教学<br>的 新 <b>方法</b> , 加大 体育<br>教学 的 投入 , 全面 推动 了","ML",4
"1617","方法/Na/XIN_CMN_20001206_wpr/61744","means_03733547-n","方法","XIN",2000,"媒体 以 改善 该 机构 的 信息流 通<br>和 工作 <b>方法</b> 。 今年 首<br>次 邀请 与 体育 有关 的 新","ML",4
"1618","方法/Na/XIN_CMN_20001214_wpr/7355","means_03733547-n","方法","XIN",2000,"是 上海 长征 医院 自 1978年 以<br>来 用 手术 <b>方法</b> 完成 的<br>第2000 个 肾移植 病例 。 据 介绍<br>,","ML",4
"1619","方法/Na/XIN_CMN_20001218_wpr/64100","means_03733547-n","方法","XIN",2000,", 对 自己 的 孩子 不能 采取 正确<br>的 教育 <b>方法</b> , 不 是<br>发火 训斥 , 便是 放任 自流 。","ML",1
"1620","方法/Na/XIN_CMN_20001224_wpr/38876","means_03733547-n","方法","XIN",2000,"已 知 的 多 种 有力 的 模拟 和 分析<br><b>方法</b> , 使 研究 人员 不再<br>需要 掌握 中间 过程 ,","ML",4
"1621","方法/Na/XIN_CMN_20001230_wpr/58480","means_03733547-n","方法","XIN",2000,"时期 我国 高校 各 类 人才 的 新型<br>有效 培养 <b>方法</b> 是 教育部<br>近年 的 主要 工作 之 一 。 此次","ML",4
"1622","方法/Na/XIN_CMN_20010114_wpr/66980","means_03733547-n","方法","XIN",2001,"投资 经营权 、 财政 贴息 、 允许 参<br>股 等 <b>方法</b> 鼓励 多 种<br>所有制 经济 参与 重点 项目 开发 ,","ML",4
"1623","方法/Na/XIN_CMN_20010131_wpr/60175","means_03733547-n","方法","XIN",2001,"马上 返回 医院 , 果断 采用 国内 尚未<br>开展 的 <b>方法</b> －－多 指<br>异位 再植 。 他 先 拼接 可 利用","ML",4
"1624","方法/Na/XIN_CMN_20030404_wpr/28459","means_03733547-n","方法","XIN",2003,"扩散 , 近日 香港 特区 政府 采取 了<br>各 种 <b>方法</b> , 包 括 学生<br>临时 放假 和 对 个别 出现","ML",4
"1625","方法/Na/XIN_CMN_20030408_wpr/20897","means_03733547-n","方法","XIN",2003,"” 和 “ 应得 收入 ” 等 不 合理<br>计算 <b>方法</b> , 把 符 合<br>最 低 生活 保障 条件 的","ML",4
"1626","方法/Na/XIN_CMN_20030420_wpr/24424","means_03733547-n","方法","XIN",2003,"研究出 1 小时 可 诊断 “ 非典 ”<br>的 新 <b>方法</b> 新华社 北京<br>4月 20日 电 ( 记者 刘思扬 张景勇<br>)","ML",4
"1627","方法/Na/XIN_CMN_20030428_wpr/26093","means_03733547-n","方法","XIN",2003,"扶梯 扶手 、 职工 食堂 等 公共 部位<br>的 消毒 <b>方法</b> 、 时间 和<br>消毒 用品 , 都 作出 了 明确","ML",3
"1628","方法/Na/XIN_CMN_20030429_wpr/61221","means_03733547-n","方法","XIN",2003,"规定 了 医用 隔离 口罩 的 基本 要求<br>、 试验 <b>方法</b> 、 标识 、<br>使用 说明书 及 包装 、 运输 和","ML",3
"1629","方法/Na/XIN_CMN_20030502_wpr/15527","means_03733547-n","方法","XIN",2003,"在 户外 运动 是 防治 “ 非典 ” 的<br>最好 <b>方法</b> 。 在 5月 1日<br>这天 , 世界 文化 与 自然","ML",4
"1630","方法/Na/XIN_CMN_20030503_wpr/3257","means_03733547-n","方法","XIN",2003,"有利 “ 追缉 ” 变种 的 病毒 和 找出<br>治疗 <b>方法</b> 。 中大 医学院<br>副院长 卢煜明 2 日 介绍 说 ,","ML",4
"1631","方法/Na/XIN_CMN_20030509_wpr/64493","means_03733547-n","方法","XIN",2003,"划 走 150万 元 , 采取 偷梁 换<br>柱 的 <b>方法</b> 套 取 现金<br>100万 元 , 冯戈宁 将 其中 的","ML",3
"1632","方法/Na/XIN_CMN_20030513_wpr/354","means_03733547-n","方法","XIN",2003,"研究出 一 种 检测 艾滋病 患者 免疫<br>系统 的 新 <b>方法</b> , 能<br>大量 节省 资金 并 提高 了 准确性 。","ML",4
"1633","方法/Na/XIN_CMN_20030513_wpr/9943","means_03733547-n","方法","XIN",2003,"疑似 病人 抽取 血清 , 同时 用 3<br>种 检测 <b>方法</b> 进行 检测<br>, 以 求 更 科学 地 判断 其","ML",4
"1634","方法/Na/XIN_CMN_20030529_wpr/84837","means_03733547-n","方法","XIN",2003,"游客 进 马渡河 游玩 , 别的 挣到 零花<br>钱 的 <b>方法</b> 也 一定 会<br>找 得到 。 ( 聚焦 三峡 )","ML",4
"1635","方法/Na/XIN_CMN_20030604_wpr/19154","means_03733547-n","方法","XIN",2003,"对 人体 间质 肺炎 病毒 目前 尚 无<br>有效 防治 <b>方法</b> , 不过<br>疫苗 和 检测 技术 的 研发 工作 已经","ML",4
"1636","方法/Na/XIN_CMN_20030712_wpr/51237","means_03733547-n","方法","XIN",2003,"的 任务 一 是 研究 解决 土壤 酸性<br>过度 的 <b>方法</b> , 二 是<br>将 所有 新 的 农 业 科技","ML",4
"1637","方法/Na/XIN_CMN_20030717_wpr/93301","means_03733547-n","方法","XIN",2003,"管理 理念 , 还 有许 多 操作性 的<br>经营 管理 <b>方法</b> , 这 对<br>正 处于 改革 中 的 国企 来说","ML",4
"1638","方法/Na/XIN_CMN_20030724_wpr/53192","means_03733547-n","方法","XIN",2003,"引进 和 推广 先进 技术 、 优良 品种<br>、 管理 <b>方法</b> 和 手段 。<br>-- 发展 生态农业 。 加大 对 农业","ML",4
"1639","方法/Na/XIN_CMN_20030729_wpr/79055","means_03733547-n","方法","XIN",2003,", 此 类 书籍 尝试 作出 分析 并 提出<br>解决 <b>方法</b> , 占据 了 各<br>大 书店 的 重要 位置 。","ML",4
"1640","方法/Na/XIN_CMN_20030802_wpr/50941","means_03733547-n","方法","XIN",2003,"定 , 以 及 《 中国 药典 》 附录<br>检测 <b>方法</b> 的 科研 和 提高<br>, 以 实现 国家 药品 标准","ML",4
"1641","方法/Na/XIN_CMN_20030918_wpr/11891","means_03733547-n","方法","XIN",2003,"纪录 。 ( 国际 ) 德国 开发出 癌症<br>早期 识别 <b>方法</b> 新华社 柏林<br>9月 17日 电 ( 记者 潘治 ) 德国","ML",4
"1642","方法/Na/XIN_CMN_20030922_wpr/69039","means_03733547-n","方法","XIN",2003,"刺激法 可能 是 一 种 治疗 耳鸣 的<br>有效 新 <b>方法</b> 。 ( 国际<br>) 山东 聊城 杂技团 在 加蓬 成功","ML",4
"1643","方法/Na/ZBN_CMN_20001014_wpr/24789","means_03733547-n","方法","ZBN",2000,"示范 了 朗诵 不 同 文学 作品 的 技巧<br>和 <b>方法</b> 。 尤其 是 那<br>两 篇 小说 ， 郝先生 朗","SG",4
"1644","方法/Na/ZBN_CMN_20001017_wpr/36759","means_03733547-n","方法","ZBN",2000,"项 共识 ， 这 是 消除 两岸 对峙 的<br>最好 <b>方法</b> 。 他 指出 ，<br>台湾 海基会 董事长 辜振甫 和 中国海","SG",4
"1645","方法/Na/ZBN_CMN_20001026_wpr/19973","means_03733547-n","方法","ZBN",2000,"解决 。 她 说 ， 在 被 追问 什么<br>政治 <b>方法</b> 时 ， 她 认为<br>最佳 的 方法 是 总统 辞职","SG",4
"1646","方法/Na/ZBN_CMN_20001128_wpr/17549","means_03733547-n","方法","ZBN",2000,"请 专家 仔细 研 究 是否 有 更 好<br>的 <b>方法</b> 。 编者 按语 在<br>很 大 程度 上 ， 中医师","SG",4
"1647","方法/Na/ZBN_CMN_20010105_wpr/17403","means_03733547-n","方法","ZBN",2001,"售价 ， 也 不满 银行 出售 这 块 地<br>的 <b>方法</b> ， 因此 起诉 银行<br>， 并 于 日前 胜诉 。","SG",4
"1648","方法/Na/ZBN_CMN_20010115_wpr/15957","means_03733547-n","方法","ZBN",2001,"个 对 每 个人 公正 、 又 易于 执行<br>的 <b>方法</b> 。 ” 另一方面<br>， 针对 新 组屋 认购率 低 ，","SG",4
"1649","方法/Na/ZBN_CMN_20030403_wpr/17022","means_03733547-n","方法","ZBN",2003,"还 没有 找到 一 个 有效 诊断出 非典型<br>肺炎 的 <b>方法</b> ， 因此 必须<br>等到 病人 出现 高烧 、 干咳 、","SG",4
"1650","方法/Na/ZBN_CMN_20030403_wpr/92758","means_03733547-n","方法","ZBN",2003,"谁 能 说 这 个 方法 不行 ， 那 个<br><b>方法</b> 就 行 呢 ？ 因材施教<br>， 针 对 不同 学生","SG",4
"1651","方法/Na/ZBN_CMN_20030404_wpr/71716","means_03733547-n","方法","ZBN",2003,"盛载 燃烧 至 灰烬 ， 有 消毒 杀菌<br>作用 ， <b>方法</b> 是 广州 医院<br>院长 提 供 。 ” . 唐丽球","SG",3
"1652","方法/Na/ZBN_CMN_20030406_wpr/38248","means_03733547-n","方法","ZBN",2003,"种 问题 。 波尔塞 说 ： “ 肖汉 的<br>新 <b>方法</b> ， 确实 能 做到<br>持续 有效 地 向 眼睛 释出","SG",4
"1653","方法/Na/ZBN_CMN_20030430_wpr/2248","means_03733547-n","方法","ZBN",2003,"对付 非典型 的 肺炎 ， 就 必须 用<br>非典型 的 <b>方法</b> ， 那 就是<br>即使 是 很 肯定 是 骨痛溢血热 症","SG",4
"1654","方法/Na/ZBN_CMN_20030505_wpr/84492","means_03733547-n","方法","ZBN",2003,"的 是 那些 最 终 都 无济于事 的 小小<br>补救 <b>方法</b> 。 这些 故事<br>都 很 私人 ， 我们 邀请 观众","SG",4
"1655","方法/Na/ZBN_CMN_20030509_wpr/15601","means_03733547-n","方法","ZBN",2003,"以 “ 谈论 剧场 ” 的 形式 寻找 克服<br>的 <b>方法</b> 。 《 杀斯 》<br>将 以 多 个 短剧 组成","SG",4
"1656","方法/Na/ZBN_CMN_20030512_wpr/72694","means_03733547-n","方法","ZBN",2003,"指出 ， 世界 各 地 对于 沙斯 病毒<br>的 医疗 <b>方法</b> 仍 处于 摸索<br>阶段 ， 但 有 幸 的 是","SG",4
"1657","方法/Na/ZBN_CMN_20030516_wpr/20772","means_03733547-n","方法","ZBN",2003,"的 准确性 。 另外 ， 除了 体温计 本身<br>， 使用 <b>方法</b> 也 会 影响<br>测量 的 准确度 。 如 保护 套","SG",3
"1658","方法/Na/ZBN_CMN_20030613_wpr/12313","means_03733547-n","方法","ZBN",2003,"了 大 笔 的 金钱 , 想尽 了 各 种<br><b>方法</b> “ 除斑 ” 都 无法<br>解决 问题 。 有时候 ，","SG",4
"1659","方法/Na/ZBN_CMN_20030701_wpr/36123","means_03733547-n","方法","ZBN",2003,"说 不同 语言 的 人 士 ， 以 不同<br>的 <b>方法</b> 使用 大脑 来 为<br>语言 解码 。 这 推翻 了","SG",4
"1660","方法/Na/ZBN_CMN_20030727_wpr/50736","means_03733547-n","方法","ZBN",2003,"其中 ， 还 拿出来 卖 ， 是 用 这<br>种 <b>方法</b> 赚钱 的 吗 ？<br>我 敢 说 ， 他 一定","SG",4
"1661","方法/Na/ZBN_CMN_20030908_wpr/6326","means_03733547-n","方法","ZBN",2003,"过 往日 本 的 香水 大多 进口 或 以<br>粗劣 <b>方法</b> 配制 ， 而 资<br>生堂 的 香水 则 以 日本","SG",4
"1662","方法/Na/ZBN_CMN_20030909_wpr/49620","means_03733547-n","方法","ZBN",2003,"案件 时 发 现 漏洞 ， 需要 提出 治理<br>的 <b>方法</b> ， 以 彻底 铲除<br>腐败 滋生 的 土壤 。 电视","SG",3
"1663","方法/Na/ZBN_CMN_20030923_wpr/28259","means_03733547-n","方法","ZBN",2003,"机会 ， 千万 别 错过 ！ 赢取 免费<br>翻新 家居 <b>方法</b> 想要 赢取<br>免费 家居 翻新 的 机会 ， 参加 办法","SG",4
"1664","方法/Na/ZBN_CMN_20030926_wpr/84914","means_03733547-n","方法","ZBN",2003,"难过 。 每 个人 都 有 解决 难 过<br>的 <b>方法</b> ， 我 的 方法<br>和 我 的 历史 ， 但","SG",4
"1665","方式/Na/CNA_CMN_20001003_wpr/121655","means_03733547-n","方式","CNA",2000,"可望 促使 日本 有关 当局 重 新 检讨<br>「 P <b>方式</b> 」 的 审核<br>制度 。 891003 唐飞 说 人民 有","TW",4
"1666","方式/Na/CNA_CMN_20001003_wpr/132708","means_03733547-n","方式","CNA",2000,"证券 分析员 认为 , 港府 以 竞投 及<br>评审 混合 <b>方式</b> 发出 3G<br>牌照 , 适合 香港 电讯 市场 , 有助","TW",2
"1667","方式/Na/CNA_CMN_20001004_wpr/157170","means_03733547-n","方式","CNA",2000,"的 研究所 是 在 去年 十二月 以 人工<br>授精 的 <b>方式</b> 将 复制 牛<br>的 精子 植入 母牛体 内 。 研究","TW",4
"1668","方式/Na/CNA_CMN_20001007_wpr/26648","means_03733547-n","方式","CNA",2000,"舆论 、 朝野 和 民众 重视 。 星报<br>以 连载 <b>方式</b> 刊登 「 台湾<br>的 主张 」 全 书 还是 创举","TW",2
"1669","方式/Na/CNA_CMN_20001010_wpr/100120","means_03733547-n","方式","CNA",2000,"无量 功德 。 除了 以 转经筒 方式 或<br>长 磕头 <b>方式</b> 外 , 许多<br>藏胞 也 将 六字 真言 书写 或","TW",2
"1670","方式/Na/CNA_CMN_20001010_wpr/10364","means_03733547-n","方式","CNA",2000,"的 任务 和 精神 是 保护 台湾人 民选择<br>自己 生活 <b>方式</b> 的 自由<br>, 因此 民进党 主张 若要 变更 台湾<br>的","TW",4
"1671","方式/Na/CNA_CMN_20001012_wpr/85361","means_03733547-n","方式","CNA",2000,"的 公司 开立 信用状 , 其余 百分之八十<br>的 公司 付款 <b>方式</b> 更改为<br>D/A 或 T/T , 如此 将 导致 许多<br>外销","TW",4
"1672","方式/Na/CNA_CMN_20001012_wpr/93333","means_03733547-n","方式","CNA",2000,"旧金山市 的 某 知名 网站 定货 , 以<br>刷卡 付费 <b>方式</b> 购买 大麻<br>三百 公克 , 意图 以 此 躲避 警方","TW",2
"1673","方式/Na/CNA_CMN_20001013_wpr/102049","means_03733547-n","方式","CNA",2000,"代价 时 , 曾志朗 举例 表示 , 如果<br>改变 拼音 <b>方式</b> , 过去<br>都 以 汉语 拼音 建档 的 资料 ,","TW",4
"1674","方式/Na/CNA_CMN_20001013_wpr/50941","means_03733547-n","方式","CNA",2000,"禁止 、 例外 准许 并 配合 经济 发展<br>的 立法 <b>方式</b> , 转变为<br>以 转投资 方式 经营 金融 相关 事业<br>为","TW",4
"1675","方式/Na/CNA_CMN_20001018_wpr/156044","means_03733547-n","方式","CNA",2000,"的 外地人 根本 不 了解 我们 这 里<br>的 生活 <b>方式</b> , 以为 在<br>此 地 会 不 安全 , 因此","TW",4
"1676","方式/Na/CNA_CMN_20001019_wpr/58363","means_03733547-n","方式","CNA",2000,"投 资 等 因素 , 都 以 股票 质押<br>的 <b>方式</b> 向 银行 借贷 现金<br>。 但是 最近 因 股市 跌跌","TW",2
"1677","方式/Na/CNA_CMN_20001025_wpr/35572","means_03733547-n","方式","CNA",2000,"院会 提前 在 八时 三十分 开始 , 并<br>採 分段 <b>方式</b> 举行 。 891025<br>经济 景气 不佳 旅游 产品 多 降价","TW",4
"1678","方式/Na/CNA_CMN_20001026_wpr/85792","means_03733547-n","方式","CNA",2000,", 主要 是 将 企业 产能 规划 以 网路<br>的 <b>方式</b> 做 一 整合 ,<br>协助 降低 产能 规划 时间 并","TW",2
"1679","方式/Na/CNA_CMN_20001031_wpr/133977","means_03733547-n","方式","CNA",2000,"协商 , 看 是 不 是 能够 找到 合适<br>的 <b>方式</b> 解决 目前 的 争议<br>。 891031 上士 朱家良营 内 负伤","TW",4
"1680","方式/Na/CNA_CMN_20001031_wpr/71343","means_03733547-n","方式","CNA",2000,"最 大 、 可 长 可 久 的 最 佳 <b>方式</b><br>。 文化 思潮 日新月异 , 艺术 表现<br>的 形式 更","TW",4
"1681","方式/Na/CNA_CMN_20001031_wpr/95696","means_03733547-n","方式","CNA",2000,"的 座位 安全带 、 扶手 、 栏杆 以及<br>座椅 设置 <b>方式</b> , 管理<br>要点 中 并 未 加以 规范 。 李彦秀","TW",4
"1682","方式/Na/CNA_CMN_20001101_wpr/84225","means_03733547-n","方式","CNA",2000,", 部分 大 企 业 更 透过 低利 联贷<br>等 <b>方式</b> 自 银行 「 搬<br>钱 」 , 再 透过 第三","TW",4
"1683","方式/Na/CNA_CMN_20001102_wpr/115885","means_03733547-n","方式","CNA",2000,"照 蒙藏会 组织法 比照 十三 或 十四<br>职等 事务官 的 <b>方式</b> 聘请<br>出任 。 891102 加拿大 医学 研究<br>揭开 癌细胞 存活","TW",4
"1684","方式/Na/CNA_CMN_20001102_wpr/126701","means_03733547-n","方式","CNA",2000,"对 ; 如果 可以 接受 , 也 会 透过<br>表决 <b>方式</b> 赞成 , 因为<br>这 是 议事 规则 必要 的 程序","TW",4
"1685","方式/Na/CNA_CMN_20001106_wpr/38776","means_03733547-n","方式","CNA",2000,"引发 政局 纷 扰 , 陈水扁 总统 昨天<br>以 录影 <b>方式</b> 向 全国 民众<br>公开 道歉 , 各界 都 期待 总统府","TW",2
"1686","方式/Na/CNA_CMN_20001106_wpr/61652","means_03733547-n","方式","CNA",2000,"宋楚瑜 反问 , 难道 现在 小 布希 建议<br>以 和平 <b>方式</b> 处理 两岸<br>问题 , 我们 又 要 错过 , 还要","TW",4
"1687","方式/Na/CNA_CMN_20001108_wpr/35146","means_03733547-n","方式","CNA",2000,"当场 唿吁 民进党员 停止 发动 群众 运动<br>, 改採 温和 <b>方式</b> 表达<br>诉求 。 891108 宏国 像 退出 职篮<br>六 年","TW",4
"1688","方式/Na/CNA_CMN_20001110_wpr/9002","means_03733547-n","方式","CNA",2000,"巴国 高层 官员 说 , 工信 想 靠 新市镇<br>开发 <b>方式</b> 取得 资金 兴建<br>大桥 获取 利润 , 巴国 也 有","TW",4
"1689","方式/Na/CNA_CMN_20001111_wpr/27116","means_03733547-n","方式","CNA",2000,"891111 昨天 又 被 软禁 的 苏哈托<br>将 以 缺席 <b>方式</b> 重新 受<br>审 ( 中央社 记者 吴显申 新加坡 十一<br>日","TW",2
