"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"县"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"县原"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"县委"	0	20	7.676	12.324	-4.206	4.206	8.412	"1_&_2"
"县市"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"县政"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"县方"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"县长"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"及其"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"友"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"友人"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"友善"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"双休日自带"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"发泄"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"发现"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"发送"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"取材"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"取车匙"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"受"	5	0	1.919	3.081	2.079	-2.079	4.158	"1_&_2"
"受伤"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"受贿"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"口"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"口气"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"口罩"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"古共"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"古巴"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"句"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"另"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"只好"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"可口"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"可是"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"可爱"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"台江县"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"司"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"司机"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"吃紧"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"合并"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"吉林省"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"吊销"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"同"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"同事"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"同人干下"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"同志"	1	4	1.919	3.081	-0.437	0.437	0.874	"1_&_2"
"名"	58	0	22.26	35.74	24.122	-24.122	48.244	"1_&_2"
"名义"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"名字"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"名片"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"名誉"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"后"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"后任"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"向"	8	0	3.07	4.93	3.327	-3.327	6.654	"1_&_2"
"向前"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"吕福源"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"启东市"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"吴仁宝"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"吴仪"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"吴敏"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"吴雁泽"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"呈报"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"告诉"	5	2	2.687	4.313	1.089	-1.089	2.178	"1_&_2"
"员"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"周"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"周寒琼"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"周强"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"周恩良"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"周永"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"周永康"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"哈尔滨市"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"响应"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"唐克学"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"商丘"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"商业"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"商人"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"商店"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"商报"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"喜憨儿"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"喝令"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"嘉宾"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"嘎松旺"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"囚犯"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"四十七"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"四川省"	0	6	2.303	3.697	-1.262	1.262	2.524	"1_&_2"
"四川省委"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"回到"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"回电"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"回良玉"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"回返"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"团"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"团中央"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"团委"	2	2	1.535	2.465	0.304	-0.304	0.608	"1_&_2"
"团委副"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"国"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"国务"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"国务院"	0	8	3.07	4.93	-1.682	1.682	3.364	"1_&_2"
"国安局"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"国税局"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"国防部"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"国际组"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"土木"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"圣拉蒙"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"在下"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"在场"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"在学"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"地"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"地铁"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"坐不住"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"坚守"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"城区"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"培"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"培训"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"堪忧"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"士气"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"壮族"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"声称"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"处"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"处书"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"处分"	2	7	3.454	5.546	-0.579	0.579	1.158	"1_&_2"
"处境"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"夏"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"外交部"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"多样"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"多次"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"大使馆"	5	0	1.919	3.081	2.079	-2.079	4.158	"1_&_2"
"大厦"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"大发雷霆"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"大学"	2	3	1.919	3.081	0.198	-0.198	0.396	"1_&_2"
"大理"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"大约"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"大连"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"大连市"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"大阪"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"天津市"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"太"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"央"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"失踪记者"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"奉献"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"奖励"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"女"	18	0	6.908	11.092	7.486	-7.486	14.972	"1_&_2"
"女佣"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"女友"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"女客"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"女性"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"她"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"好"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"好了"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"好些"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"如下"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"如果说"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"妇联"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"姓"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"委"	0	53	20.341	32.659	-11.145	11.145	22.29	"1_&_2"
"委会"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"委副"	0	20	7.676	12.324	-4.206	4.206	8.412	"1_&_2"
"委员"	0	40	15.352	24.648	-8.411	8.411	16.822	"1_&_2"
"委员会"	0	13	4.989	8.011	-2.734	2.734	5.468	"1_&_2"
"委常委"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"委曲"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"姚姓女"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"婚后"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"嫌凶"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"子女"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"孙女士"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"孙守璞"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"孙春兰"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"孙秀丽"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"季允石"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"学位"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"学生"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"宁夏"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"安南"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"安排"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"安曼"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"宋世敏"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"宋德福"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"完全"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"定时"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"宝剑"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"审慎"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"客户"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"宣传部"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"家"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"家属"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"家庭"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"富食"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"察看"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"对像"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"导游"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"封面"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"尉健行"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"小吃店"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"小梅性"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"小汤山"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"小贩"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"小面包"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"少女"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"少工委"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"尖"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"就地"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"就范"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"尸体"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"尹"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"局"	2	5	2.687	4.313	-0.341	0.341	0.682	"1_&_2"
"局局"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"局长"	0	11	4.222	6.778	-2.313	2.313	4.626	"1_&_2"
"履行"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"山东"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"山村"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"山西省"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"岁"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"岗位"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"峡"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"崇高"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"崔曰臣"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"州县"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"工"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"工业部"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"工会"	1	1	0.768	1.232	0.207	-0.207	0.414	"1_&_2"
"工作"	5	0	1.919	3.081	2.079	-2.079	4.158	"1_&_2"
"工作队"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"工厂"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"工商局"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"工地"	1	1	0.768	1.232	0.207	-0.207	0.414	"1_&_2"
"工委"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"工委副"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"工程师"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"巴阳镇"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"市"	0	6	2.303	3.697	-1.262	1.262	2.524	"1_&_2"
"市委"	0	48	18.422	29.578	-10.093	10.093	20.186	"1_&_2"
"市长"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"布店"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"帅春生"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"师傅"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"带头"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"带队"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"带领"	1	2	1.151	1.849	-0.173	0.173	0.346	"1_&_2"
"帮忙"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"常"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"常务"	0	7	2.687	4.313	-1.472	1.472	2.944	"1_&_2"
"常委"	0	17	6.525	10.475	-3.575	3.575	7.15	"1_&_2"
"常委会"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"幸好"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"广"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"广东"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"广东省"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"广告"	4	0	1.535	2.465	1.664	-1.664	3.328	"1_&_2"
"广州市"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"广洲"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"广西"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"庆红"	0	4	1.535	2.465	-0.841	0.841	1.682	"1_&_2"
"应付"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"应征"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"应邀"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"店"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"店员"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"店铺"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"座谈会"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"康"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"廖明水"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"延亨默"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"建屋局"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"开发"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"开发区"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"开幕式"	0	5	1.919	3.081	-1.051	1.051	2.102	"1_&_2"
"开盘"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"弃尸案"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"引开"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"张"	2	4	2.303	3.697	-0.238	0.238	0.476	"1_&_2"
"张中伟"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张利民"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张国光"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张国祥"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张学忠"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张宗绪"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张建"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"张德江"	0	3	1.151	1.849	-0.631	0.631	1.262	"1_&_2"
"张李乡"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张根荣"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张永"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张洁"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"张秀武"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"张锦"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"强迫"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"归案"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"当"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"当上"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"当初"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"当即"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"当地人"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"当时"	3	0	1.151	1.849	1.248	-1.248	2.496	"1_&_2"
"当选"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"录影带"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"彩票"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"彼此"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"徐卫平"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"徐县"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"徐善衍主"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"徐有"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"徐松林"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"徐荣凯"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"得"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"得知"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"德士"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"德央"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"德鲁"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"志愿献"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"怀"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"怀疑"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"态度"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"怎么样"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"怠"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"怡保"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"急救"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"总"	1	2	1.151	1.849	-0.173	0.173	0.346	"1_&_2"
"总公司"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"总局"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"总工会"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"总数"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"总经理"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"总结"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"恐慌"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"情报局"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"惊"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"惠国"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"感受"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"感染"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"感觉到"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"感触"	0	2	0.768	1.232	-0.421	0.421	0.842	"1_&_2"
"感谢"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"愿"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"成都"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"成都市"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"戒备"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"或"	5	0	1.919	3.081	2.079	-2.079	4.158	"1_&_2"
"房"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"房凤友"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"房客"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"房间"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"所属"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"所有"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"手持"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"手提"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"打开"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"打断"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"打算"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"扬名"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"批准"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"把"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"抗洪"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"抗美援朝"	0	1	0.384	0.616	-0.21	0.21	0.42	"1_&_2"
"抗议"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"抢匪"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"护士"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"护照"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"报名"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"报案"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"报警"	2	0	0.768	1.232	0.832	-0.832	1.664	"1_&_2"
"抱歉"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"抽样"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"担任"	1	11	4.606	7.394	-1.595	1.595	3.19	"1_&_2"
"担心"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
"拉姆斯菲尔德"	1	0	0.384	0.616	0.416	-0.416	0.832	"1_&_2"
