"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"实"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"实地"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"实际"	0	4	0.386	3.614	-0.177	0.177	0.354	"1_&_2"
"审视"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"客观"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"宪警"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"宵禁"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"家庭"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"密切"	0	4	0.386	3.614	-0.177	0.177	0.354	"1_&_2"
"察"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"察看"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"对"	0	7	0.676	6.324	-0.309	0.309	0.618	"1_&_2"
"对于"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"对峙"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"对手"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"对称"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"导游"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"导致"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"封闭"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"射入"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"小三通"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"小幅"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"小鹰号"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"少见"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"尖锐"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"尚"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"尤"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"尤其"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"就"	0	4	0.386	3.614	-0.177	0.177	0.354	"1_&_2"
"就业"	0	5	0.483	4.517	-0.221	0.221	0.442	"1_&_2"
"就是"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"尽失"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"尽快"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"尽管"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"局势"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"居家"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"崩溃"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"巅峰"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"州有"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"工业"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"工作"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"巩固"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"巴"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"巴尔干"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"巴尔干半岛"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"巴拉克"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"巴特尔"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"市场"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"市场价"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"布希"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"帐户"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"帮助"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"常见"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"干管"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"平和"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"平静"	0	4	0.386	3.614	-0.177	0.177	0.354	"1_&_2"
"年度"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"并存"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"幼狮"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"应付"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"应变"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"府"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"延长"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"建军"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"开会"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"开创"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"开发区"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"开放"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"异"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"引路"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"张俊雄会"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"弱小"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"强劲"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"当今"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"当前"	0	7	0.676	6.324	-0.309	0.309	0.618	"1_&_2"
"当国"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"当地"	1	2	0.29	2.71	0.58	-0.58	1.16	"1_&_2"
"当地国"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"当时"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"形势"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"形容"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"形成"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"影响"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"很"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"得到"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"得多"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"得知"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"微妙"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"心态"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"心理"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"心跳"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"必要"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"忧心"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"快"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"怎样"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"思想"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"急"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"急剧"	1	1	0.193	1.807	0.735	-0.735	1.47	"1_&_2"
"总体"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"恢复"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"恶劣"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"恶化"	1	5	0.58	5.42	0.341	-0.341	0.682	"1_&_2"
"患病率"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"情势"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"情形"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"惨跌"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"惨重"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"意见"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"戈尔"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"戒备"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"战争"	1	2	0.29	2.71	0.58	-0.58	1.16	"1_&_2"
"战力"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"战后"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"战场"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"战斗力"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"战略"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"手术"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"手足口症"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"才俊"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"打假"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"打分"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"打工"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"打来"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"打破"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"执行"	0	4	0.386	3.614	-0.177	0.177	0.354	"1_&_2"
"扭转"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"扳"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"投下"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"投影"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"抗旱"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"抢"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"抢劫"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"护盘"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"报告"	0	10	0.966	9.034	-0.441	0.441	0.882	"1_&_2"
"拍卖"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"拖欠"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"招商"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"拿起"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"持续"	0	5	0.483	4.517	-0.221	0.221	0.442	"1_&_2"
"按"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"挑战"	1	1	0.193	1.807	0.735	-0.735	1.47	"1_&_2"
"挟"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"挤人"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"挨打"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"捐赠"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"捞一票"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"损失"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"据"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"授权"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"掌握"	0	5	0.483	4.517	-0.221	0.221	0.442	"1_&_2"
"探讨"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"接合"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"接报"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"接收"	2	0	0.193	1.807	2.03	-2.03	4.06	"1_&_2"
"接触"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"接近"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"控"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"控制"	2	4	0.58	5.42	0.968	-0.968	1.936	"1_&_2"
"推进"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"措手不及"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"提出"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"援助局"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"搜救"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"搬家"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"摆脱"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"摸"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"操控"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"收缩"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"改变"	0	6	0.58	5.42	-0.265	0.265	0.53	"1_&_2"
"改善"	1	13	1.353	12.647	-0.22	0.22	0.44	"1_&_2"
"改观"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"改革"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"政变"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"政情"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"政治"	0	6	0.58	5.42	-0.265	0.265	0.53	"1_&_2"
"政经"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"救回"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"救援队"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"教学"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"数十"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"整"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"整改"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"整治"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"整理"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"断电"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"斯贝伊"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"新"	2	11	1.256	11.744	0.441	-0.441	0.882	"1_&_2"
"新资"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"方向"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"施政"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"施行"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"无"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"无助于"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"无损"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"无援"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"无政"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"无法"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"无论如何"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"日益"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"旦"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"早产儿"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"时差"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"时时"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"旺盛"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"明显"	0	5	0.483	4.517	-0.221	0.221	0.442	"1_&_2"
"明朗"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"昏迷"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"春运"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"显"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"显示"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"普林西比"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"景气"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"暗中"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"替代"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"最为"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"最终"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"有关"	2	7	0.87	8.13	0.671	-0.671	1.342	"1_&_2"
"有利"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"有助于"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"有待"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"有所"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"有时候"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"有起色"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"朝鲜"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"朝鲜半岛"	0	6	0.58	5.42	-0.265	0.265	0.53	"1_&_2"
"未"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"未来"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"朱邦造"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"机密"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"杂"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"权威式"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"李永波"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"李鹏"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"来处"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"杨仁福"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"极度"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"林子祥"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"果真如此"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"查访"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"树倒"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"根据"	0	7	0.676	6.324	-0.309	0.309	0.618	"1_&_2"
"检查"	0	6	0.58	5.42	-0.265	0.265	0.53	"1_&_2"
"检讨"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"欧洲"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"欧美"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"正"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"正常"	1	3	0.386	3.614	0.476	-0.476	0.952	"1_&_2"
"步入"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"步枪"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"武力"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"武装"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"比分"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"比较"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"毛发"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"毫不"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"毫无"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"汇入"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"汇存"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"汇报"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"汇率"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"汐止"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"污染"	0	5	0.483	4.517	-0.221	0.221	0.442	"1_&_2"
"污染物"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"污蔑"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"汤曜明"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"汰换"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"沃顿"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"沈阳"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"沙斯"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"没有"	3	0	0.29	2.71	3.045	-3.045	6.09	"1_&_2"
"河川"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"治"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"治安"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"波动"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"注意"	0	4	0.386	3.614	-0.177	0.177	0.354	"1_&_2"
"洛修科夫"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"派别"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"派遣"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"浙江省"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"海域"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"消息报"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"消除"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"深入"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"混乱"	0	6	0.58	5.42	-0.265	0.265	0.53	"1_&_2"
"混沌"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"淹水"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"清楚"	0	5	0.483	4.517	-0.221	0.221	0.442	"1_&_2"
"渎职"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"渐"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"满意"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"演变"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"潜在"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"澳大利亚队"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"灾"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"炎"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"焦点"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"爆冷"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"特殊"	0	7	0.676	6.324	-0.309	0.309	0.618	"1_&_2"
"状况"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"独资"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"环境"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"现"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"现代化"	1	1	0.193	1.807	0.735	-0.735	1.47	"1_&_2"
"现在"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"现实"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"现有"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"现状"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"甄别"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"甚勇"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"生产"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"生态"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"生活"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"用人"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"申报"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"疫情"	1	2	0.29	2.71	0.58	-0.58	1.16	"1_&_2"
"疲态"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"百分之二十一"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"皇马球"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"皮诺契特"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"监委"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"监察"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"监测"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"监督"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"盖洛普"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"盘升"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"目前"	2	28	2.898	27.102	-0.361	0.361	0.722	"1_&_2"
"直至"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"相关"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"相当"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"相比"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"相若"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"相近"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"看"	0	11	1.063	9.937	-0.485	0.485	0.97	"1_&_2"
"看好"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"看待"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"看法"	0	4	0.386	3.614	-0.177	0.177	0.354	"1_&_2"
"真实"	0	2	0.193	1.807	-0.088	0.088	0.176	"1_&_2"
"真空"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"着"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"督促"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"矛盾"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"知情"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"短缺"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"短裤"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"研判"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"破裂"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"确凿"	1	0	0.097	0.903	1.015	-1.015	2.03	"1_&_2"
"确实"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"确认"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"碰到"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"示范区"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"社会队"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"神经"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
"种"	4	21	2.415	22.585	0.662	-0.662	1.324	"1_&_2"
"秩序"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"稍"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"稳"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"稳定"	0	10	0.966	9.034	-0.441	0.441	0.882	"1_&_2"
"稳步"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"穆"	0	1	0.097	0.903	-0.044	0.044	0.088	"1_&_2"
"空气"	0	3	0.29	2.71	-0.132	0.132	0.264	"1_&_2"
