"Coll_Word"	"1"	"2"	"exp_1"	"exp_2"	"pbin_1"	"pbin_2"	"SumAbsDev"	"LargestDev"
"奥利"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"奥尔布赖特"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"好"	0	5	0.586	4.414	-0.271	0.271	0.542	"1_&_2"
"好转"	0	7	0.82	6.18	-0.379	0.379	0.758	"1_&_2"
"如下"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"如何"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"如常"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"如此"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"始料未及"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"始终"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"娱乐场所"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"嫁娶"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"存在"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"孙子"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"季度"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"孤立"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"安全"	0	6	0.703	5.297	-0.325	0.325	0.65	"1_&_2"
"安全性"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"安排"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"安查亚"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"宋楚瑜"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"完全"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"定"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"实"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"实事求是"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"实现"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"实际"	0	8	0.937	7.063	-0.433	0.433	0.866	"1_&_2"
"客流"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"客观"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"容许"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"宽"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"宽慰"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"密切"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"对"	0	8	0.937	7.063	-0.433	0.433	0.866	"1_&_2"
"对于"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"对外"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"对抗"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"对抗炎"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"对比"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"寻机"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"寻求"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"导致"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"尉健行"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"尊严"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"小组委"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"少年组"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"尚"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"尚未"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"就"	0	6	0.703	5.297	-0.325	0.325	0.65	"1_&_2"
"就业"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"就算"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"尼罗河病"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"层出不穷"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"居高不下"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"展望"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"山坡地"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"峰会"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"崩盘"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"崭露"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"巅峰"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"巡视"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"工作"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"工时"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"左右"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"巩固"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"巴"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"巴勒斯坦"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"巴沙尔"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"市场"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"布隆迪"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"带领歌"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"干扰"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"干线货"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"平托"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"平衡"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"年度"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"庇护"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"应运而生"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"康复"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"康斯坦丁内斯堡"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"建档"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"建设部"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"开会"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"开场"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"开拓"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"开放"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"弃尸"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"引起"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"张俊雄"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"张江"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"强"	0	5	0.586	4.414	-0.271	0.271	0.542	"1_&_2"
"强劲"	0	5	0.586	4.414	-0.271	0.271	0.542	"1_&_2"
"当前"	1	3	0.469	3.531	0.406	-0.406	0.812	"1_&_2"
"当地"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"当时"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"形势"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"形容"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"形成"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"彭淮南"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"影响"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"待命"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"待岗"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"很"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"得到"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"得多"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"得知"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"得票"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"微型车"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"必然"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"必要性"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"必须"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"忧虑"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"快"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"快乐丸"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"快速"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"怠惰"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"急"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"总"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"总体"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"总结"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"总预算"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"恐慌"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"恢复"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"恶化"	0	7	0.82	6.18	-0.379	0.379	0.758	"1_&_2"
"情势"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"情绪"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"惯性"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"想像"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"惶然"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"意犹未尽"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"意见"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"感染"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"戈尔"	1	1	0.234	1.766	0.656	-0.656	1.312	"1_&_2"
"成立第"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"我国"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"戒备"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"战争"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"战后"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"战术"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"战略"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"户数"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"手术"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"打"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"打假"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"打出"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"打广告"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"打开"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"打破"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"打赢"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"执行"	1	6	0.82	6.18	0.235	-0.235	0.47	"1_&_2"
"扩大"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"扩散"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"扭曲"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"扭转"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"扮演"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"扳回"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"抑制"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"投诉"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"投资人"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"抢"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"抢险"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"报仇"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"报到"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"报告"	0	8	0.937	7.063	-0.433	0.433	0.866	"1_&_2"
"担心"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"担忧"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"拉惹勒"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"拍片"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"持"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"持有人"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"持续"	1	4	0.586	4.414	0.334	-0.334	0.668	"1_&_2"
"按"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"挑战者"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"授权"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"掌控"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"掌握"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"排定"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"接收"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"控制"	0	5	0.586	4.414	-0.271	0.271	0.542	"1_&_2"
"控制塔"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"推拿院"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"提振"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"提早"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"握"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"摆出"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"摆脱"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"摇头丸"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"擅长"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"攀升"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"收支"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"改变"	1	6	0.82	6.18	0.235	-0.235	0.47	"1_&_2"
"改善"	0	6	0.703	5.297	-0.325	0.325	0.65	"1_&_2"
"改观"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"政"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"政治"	0	4	0.469	3.531	-0.216	0.216	0.432	"1_&_2"
"政经"	0	5	0.586	4.414	-0.271	0.271	0.542	"1_&_2"
"敌对"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"整体"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"斋藤"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"斗志"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"斯坦"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"新"	1	10	1.289	9.711	-0.204	0.204	0.408	"1_&_2"
"新政"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"新政府"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"方"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"方向"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"施以"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"施行"	1	1	0.234	1.766	0.656	-0.656	1.312	"1_&_2"
"旅游业"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"无"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"无关"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"无援"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"无政府"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"无望"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"无知"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"无聊"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"无虞"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"无论"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"既有"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"日渐"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"日益"	1	4	0.586	4.414	0.334	-0.334	0.668	"1_&_2"
"日趋"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"早"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"明"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"明了"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"明显"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"明朗"	1	1	0.234	1.766	0.656	-0.656	1.312	"1_&_2"
"明朗化"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"明知"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"是否"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"显"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"显然"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"显示"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"显而易见"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"晚发"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"普京"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"普选"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"景气"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"更为"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"更加"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"最佳"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"最好"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"最终"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"最近"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有关"	1	6	0.82	6.18	0.235	-0.235	0.47	"1_&_2"
"有利"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有利于"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"有助于"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有如"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有所"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有效"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有望"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有机会"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有线电视"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有色"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"有鑑于"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"朗"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"朝"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"朝鲜半岛"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"未"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"未来"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"朱邦造"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"李传卿"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"李永波"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"李进勇"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"杨宝山"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"极"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"极其"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"果"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"某些"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"染"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"查验"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"样"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"核实"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"根"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"根据"	1	3	0.469	3.531	0.406	-0.406	0.812	"1_&_2"
"桑市"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"检查"	0	5	0.586	4.414	-0.271	0.271	0.542	"1_&_2"
"检查组"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"棋"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"欧布莱特"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"款物"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"歇业"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"正常"	3	2	0.586	4.414	1.873	-1.873	3.746	"1_&_2"
"正常化"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"歧视"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"比赛"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"比较"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"比里亚"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"毕竟"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"毫无"	1	1	0.234	1.766	0.656	-0.656	1.312	"1_&_2"
"民众"	1	1	0.234	1.766	0.656	-0.656	1.312	"1_&_2"
"民宅"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"水北调"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"水平"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"求"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"求过于供"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"汇市"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"汇报"	0	4	0.469	3.531	-0.216	0.216	0.432	"1_&_2"
"汛排涝"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"江泽民"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"污染"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"沙斯"	0	7	0.82	6.18	-0.379	0.379	0.758	"1_&_2"
"没有"	1	2	0.351	2.649	0.506	-0.506	1.012	"1_&_2"
"治军"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"沿线"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"波兰"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"注意"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"浪潮"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"浪类"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"浮浮沉沉"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"海合会"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"海线"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"消极"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"消除"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"深圳港"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"深表"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"混乱"	0	3	0.351	2.649	-0.162	0.162	0.324	"1_&_2"
"清楚"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"渐进"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"满意"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"演变"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"演变成"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"演进"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"激烈"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"火候"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"灾祸"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"炎"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"烦恼"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"热电"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"烹饪"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"煤矿"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"片面"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"物料"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"特情"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"特点"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"狂放"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"猖獗"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"王国博"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"王金平"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"现"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"现在"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"现成"	1	0	0.117	0.883	0.931	-0.931	1.862	"1_&_2"
"现象"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"球员"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"瓦尔德内尔"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"生产"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"生机"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"用尽"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"由于"	0	2	0.234	1.766	-0.108	0.108	0.216	"1_&_2"
"申奥"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"申报"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"电源"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"疑似"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"疫情"	1	5	0.703	5.297	0.279	-0.279	0.558	"1_&_2"
"疲弱"	1	1	0.234	1.766	0.656	-0.656	1.312	"1_&_2"
"疼惜"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"病故"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
"病猪"	0	1	0.117	0.883	-0.054	0.054	0.108	"1_&_2"
